,temperature,rain_1h,snow_1h,clouds_percentage,population_density,hour,_Christmas Day,_Columbus Day,_Independence Day,_Labor Day,_Martin Luther King Jr Day,_Memorial Day,_New Years Day,_None,_State Fair,_Thanksgiving Day,_Veterans Day,_Washingtons Birthday
31601,270.34,0.0,0.0,40,271,2,0,0,0,0,0,0,0,1,0,0,0,0
24455,301.88,0.0,0.0,40,3154,19,0,0,0,0,0,0,0,1,0,0,0,0
8404,288.59,0.0,0.0,32,271,2,0,0,0,0,0,0,0,1,0,0,0,0
33810,285.62,0.0,0.0,75,5043,18,0,0,0,0,0,0,0,1,0,0,0,0
39387,281.15,0.0,0.0,1,5565,13,0,0,0,0,0,0,0,1,0,0,0,0
14374,284.06,0.0,0.0,48,5860,14,0,0,0,0,0,0,0,1,0,0,0,0
21800,285.08,0.0,0.0,90,2683,5,0,0,0,0,0,0,0,1,0,0,0,0
45516,298.43,0.0,0.0,40,2118,22,0,0,0,0,0,0,0,1,0,0,0,0
40924,263.08,0.0,0.0,90,5866,7,0,0,0,0,0,0,0,1,0,0,0,0
37023,294.95,0.0,0.0,1,4457,14,0,0,0,0,0,0,0,1,0,0,0,0
24858,295.24,0.0,0.0,75,342,3,0,0,0,0,0,0,0,1,0,0,0,0
45022,301.95,0.0,0.0,1,4053,17,0,0,0,0,0,0,0,1,0,0,0,0
16540,293.47,0.0,0.0,1,5646,7,0,0,0,0,0,0,0,1,0,0,0,0
3496,271.0,0.0,0.0,90,807,4,0,0,0,0,0,0,0,1,0,0,0,0
33530,281.73,0.0,0.0,1,2915,5,0,0,0,0,0,0,0,1,0,0,0,0
26999,293.54,0.0,0.0,8,4980,14,0,0,0,0,0,0,0,1,0,0,0,0
39480,282.55,0.0,0.0,90,5912,17,0,0,0,0,0,0,0,1,0,0,0,0
29365,272.44,0.0,0.0,1,837,0,0,0,0,0,0,0,0,1,0,0,0,0
315,285.88,0.0,0.0,1,5238,14,0,0,0,0,0,0,0,1,0,0,0,0
35044,296.82,0.0,0.0,1,3897,11,0,0,0,0,0,0,0,1,0,0,0,0
22827,281.42,0.0,0.0,90,6505,17,0,0,0,0,0,0,0,1,0,0,0,0
22804,284.79,0.0,0.0,90,5847,15,0,0,0,0,0,0,0,1,0,0,0,0
27930,278.54,0.0,0.0,1,2197,20,0,0,0,0,0,0,0,1,0,0,0,0
43462,283.35,0.0,0.0,75,4959,18,0,0,0,0,0,0,0,1,0,0,0,0
27735,287.606,0.0,0.0,0,1019,23,0,0,0,0,0,0,0,1,0,0,0,0
20149,275.21,0.0,0.0,90,775,4,0,0,0,0,0,0,0,1,0,0,0,0
41058,263.81,0.0,0.0,40,2082,21,0,0,0,0,0,0,0,1,0,0,0,0
19214,275.08,0.0,0.0,90,317,1,0,0,0,0,0,0,0,1,0,0,0,0
41895,266.68,0.0,0.0,90,5418,6,0,0,0,0,0,0,0,1,0,0,0,0
18362,294.17,0.0,0.0,1,3351,19,0,0,0,0,0,0,0,1,0,0,0,0
36555,288.02,0.0,0.0,75,944,4,0,0,0,0,0,0,0,1,0,0,0,0
19489,279.22,0.0,0.0,5,2033,8,0,0,0,0,0,0,0,1,0,0,0,0
41493,265.55,0.0,0.0,1,5402,6,0,0,0,0,0,0,0,1,0,0,0,0
45923,296.58,0.0,0.0,40,4952,12,0,0,0,0,0,0,0,1,0,0,0,0
9339,280.64,0.0,0.0,40,227,2,0,0,0,0,0,0,0,1,0,0,0,0
30111,271.95,0.0,0.0,90,2332,19,0,0,0,0,0,0,0,1,0,0,0,0
31215,279.82,0.0,0.0,90,4584,11,0,0,0,0,0,0,0,1,0,0,0,0
37629,289.57,0.0,0.0,75,581,0,0,0,0,0,0,0,0,1,0,0,0,0
44707,298.72,0.0,0.0,1,7037,16,0,0,0,0,0,0,0,1,0,0,0,0
12674,260.15,0.0,0.0,90,5464,8,0,0,0,0,0,0,0,1,0,0,0,0
12827,278.15,0.0,0.0,90,1451,23,0,0,0,0,0,0,0,1,0,0,0,0
2623,264.81,0.0,0.0,90,4540,12,0,0,0,0,0,0,0,1,0,0,0,0
37416,303.07,0.0,0.0,40,4329,13,0,0,0,0,0,0,0,1,0,0,0,0
23417,287.0,0.0,0.0,1,4777,11,0,0,0,0,0,0,0,1,0,0,0,0
6264,290.39,0.0,0.0,90,1016,23,0,0,0,0,0,0,0,1,0,0,0,0
41848,265.55,0.0,0.0,1,2598,10,0,0,0,0,0,0,0,1,0,0,0,0
14165,283.49,0.0,0.0,76,5544,6,0,0,0,0,0,0,0,1,0,0,0,0
44343,303.88,0.0,0.0,75,5036,13,0,0,0,0,0,0,0,1,0,0,0,0
33454,293.21,0.0,0.0,40,5521,15,0,0,0,0,0,0,0,1,0,0,0,0
40412,264.79,0.0,0.0,75,1695,8,0,0,0,0,0,0,0,1,0,0,0,0
12137,250.39,0.0,0.0,1,310,2,0,0,0,0,0,0,0,1,0,0,0,0
37824,285.69,0.0,0.0,90,762,5,0,0,0,0,0,0,0,1,0,0,0,0
3909,268.97,0.0,0.0,90,6219,8,0,0,0,0,0,0,0,1,0,0,0,0
15730,292.28,0.0,0.0,40,430,2,0,0,0,0,0,0,0,1,0,0,0,0
8405,286.24,0.0,0.0,8,360,3,0,0,0,0,0,0,0,1,0,0,0,0
23717,288.56,0.0,0.0,90,1498,6,0,0,0,0,0,0,0,1,0,0,0,0
33465,286.42,0.0,0.0,90,1508,22,0,0,0,0,0,0,0,1,0,0,0,0
27734,287.606,0.0,0.0,0,1511,22,0,0,0,0,0,0,0,1,0,0,0,0
29868,262.28,0.0,0.0,90,4281,15,0,0,0,0,0,0,0,1,0,0,0,0
11209,270.77,0.0,0.0,64,598,1,0,0,0,0,0,0,0,1,0,0,0,0
19189,280.77,0.0,0.0,90,4642,10,0,0,0,0,0,0,0,1,0,0,0,0
35045,297.84,0.0,0.0,1,4222,12,0,0,0,0,0,0,0,1,0,0,0,0
15786,291.2,0.0,0.0,1,861,6,0,0,0,0,0,0,0,1,0,0,0,0
22637,284.71,0.0,0.0,90,2781,5,0,0,0,0,0,0,0,1,0,0,0,0
46364,290.15,0.0,0.0,90,4977,12,0,0,0,0,0,0,0,1,0,0,0,0
44998,297.76,0.0,0.0,1,772,5,0,0,0,0,0,0,0,1,0,0,0,0
46416,295.55,0.0,0.0,1,1427,6,0,0,0,0,0,0,0,1,0,0,0,0
25095,303.608,0.0,0.0,44,2533,21,0,0,0,0,0,0,0,1,0,0,0,0
47522,287.4,0.0,0.0,1,690,1,0,0,0,0,0,0,0,1,0,0,0,0
27869,280.49,0.0,0.0,1,1377,7,0,0,0,0,0,0,0,1,0,0,0,0
36104,291.72,0.0,0.0,90,2938,20,0,0,0,0,0,0,0,1,0,0,0,0
35844,290.58,0.0,0.0,1,6440,7,0,0,0,0,0,0,0,1,0,0,0,0
35372,293.22,0.0,0.0,1,486,3,0,0,0,0,0,0,0,1,0,0,0,0
1927,255.94,0.0,0.0,75,2425,20,0,0,0,0,0,0,0,1,0,0,0,0
45279,296.81,0.0,0.0,75,4302,12,0,0,0,0,0,0,0,1,0,0,0,0
13591,287.12,0.0,0.0,90,3217,20,0,0,0,0,0,0,0,1,0,0,0,0
20240,262.93,0.0,0.0,20,1957,9,0,0,0,0,0,0,0,1,0,0,0,0
34021,289.28,0.0,0.0,40,454,1,0,0,0,0,0,0,0,1,0,0,0,0
42500,271.61,0.0,0.0,90,2741,20,0,0,0,0,0,0,0,1,0,0,0,0
29588,272.36,0.0,0.0,90,4198,10,0,0,0,0,0,0,0,1,0,0,0,0
770,279.12,0.0,0.0,90,5130,13,0,0,0,0,0,0,0,1,0,0,0,0
37142,295.15,0.0,0.0,1,591,0,0,0,0,0,0,0,0,1,0,0,0,0
1411,276.44,0.0,0.0,90,4079,16,0,0,0,0,0,0,0,1,0,0,0,0
15248,299.25,0.0,0.0,90,4027,12,0,0,0,0,0,0,0,1,0,0,0,0
35223,292.35,0.0,0.0,75,2862,5,0,0,0,0,0,0,0,1,0,0,0,0
26110,289.06,0.0,0.0,90,1228,7,0,0,0,0,0,0,0,1,0,0,0,0
2607,265.29,0.0,0.0,90,1828,21,0,0,0,0,0,0,0,1,0,0,0,0
5696,277.69,0.0,0.0,90,3130,20,0,0,0,0,0,0,0,1,0,0,0,0
5973,283.38,0.0,0.0,75,2893,17,0,0,0,0,0,0,0,1,0,0,0,0
28853,276.48,0.0,0.0,75,6338,16,0,0,0,0,0,0,0,1,0,0,0,0
23073,288.86,0.0,0.0,1,6568,7,0,0,0,0,0,0,0,1,0,0,0,0
9018,290.34,0.0,0.0,90,5951,7,0,0,0,0,0,0,0,1,0,0,0,0
33796,279.88,0.0,0.0,1,777,4,0,0,0,0,0,0,0,1,0,0,0,0
28483,272.02,0.0,0.0,1,904,6,0,0,0,0,0,0,0,1,0,0,0,0
41968,267.15,0.0,0.0,1,416,1,0,0,0,0,0,0,0,1,0,0,0,0
26493,289.91,0.0,0.0,75,1374,0,0,0,0,0,0,0,0,1,0,0,0,0
36608,290.09,0.0,0.0,75,1507,0,0,0,0,0,0,0,0,1,0,0,0,0
24315,296.69,2.54,0.0,56,431,1,0,0,0,0,0,0,0,1,0,0,0,0
27213,285.676,0.0,0.0,0,4631,13,0,0,0,0,0,0,0,1,0,0,0,0
33271,276.22,0.0,0.0,90,5904,16,0,0,0,0,0,0,0,1,0,0,0,0
21480,273.72,0.0,0.0,90,1100,4,0,0,0,0,0,0,0,1,0,0,0,0
13346,273.03,0.33,0.0,1,5131,14,0,0,0,0,0,0,0,1,0,0,0,0
36363,292.0,0.0,0.0,90,5125,12,0,0,0,0,0,0,0,1,0,0,0,0
21388,277.43,0.0,0.0,90,4878,11,0,0,0,0,0,0,0,1,0,0,0,0
803,274.05,0.0,0.0,1,1925,22,0,0,0,0,0,0,0,1,0,0,0,0
2067,275.26,0.0,0.0,90,3021,10,0,0,0,0,0,0,0,1,0,0,0,0
18038,297.26,0.0,0.0,40,2725,21,0,0,0,0,0,0,0,1,0,0,0,0
21238,259.42,0.0,0.0,1,6146,7,0,0,0,0,0,0,0,1,0,0,0,0
42116,271.43,0.0,0.0,90,4623,8,0,0,0,0,0,0,0,1,0,0,0,0
24900,301.48,0.0,0.0,1,4051,18,0,0,0,0,0,0,0,1,0,0,0,0
9608,275.5,0.0,0.0,40,4463,18,0,0,0,0,0,0,0,1,0,0,0,0
12252,258.71,0.0,0.0,1,2796,21,0,0,0,0,0,0,0,1,0,0,0,0
23305,280.93,0.0,0.0,20,303,2,0,0,0,0,0,0,0,1,0,0,0,0
39886,270.22,0.0,0.0,75,332,3,0,0,0,0,0,0,0,1,0,0,0,0
5376,274.49,0.0,0.0,1,2237,21,0,0,0,0,0,0,0,1,0,0,0,0
34161,295.42,0.0,0.0,1,5680,15,0,0,0,0,0,0,0,1,0,0,0,0
33394,282.56,0.0,0.0,1,511,3,0,0,0,0,0,0,0,1,0,0,0,0
18314,297.86,0.43,0.0,75,1570,22,0,0,0,0,0,0,0,1,0,0,0,0
37346,299.02,0.0,0.0,1,3442,20,0,0,0,0,0,0,0,1,0,0,0,0
32212,276.81,0.0,0.0,90,5690,6,0,0,0,0,0,0,0,1,0,0,0,0
35735,301.36,0.0,0.0,40,3683,19,0,0,0,0,0,0,0,1,0,0,0,0
42008,279.75,0.0,0.0,1,5040,14,0,0,0,0,0,0,0,1,0,0,0,0
5638,290.18,0.0,0.0,1,341,3,0,0,0,0,0,0,0,1,0,0,0,0
19285,282.23,0.0,0.0,1,878,23,0,0,0,0,0,0,0,1,0,0,0,0
13420,277.77,1.38,0.0,20,5084,17,0,0,0,0,0,0,0,1,0,0,0,0
18373,284.96,0.0,0.0,1,5747,6,0,0,0,0,0,0,0,1,0,0,0,0
43432,280.21,0.0,0.0,5,5027,12,0,0,0,0,0,0,0,1,0,0,0,0
37896,284.95,0.0,0.0,75,5112,14,0,0,0,0,0,0,0,1,0,0,0,0
25052,297.888,0.0,0.0,0,287,2,0,0,0,0,0,0,0,1,0,0,0,0
34531,296.95,0.0,0.0,75,4866,11,0,0,0,0,0,0,0,1,0,0,0,0
28459,275.79,0.0,0.0,90,3908,13,0,0,0,0,0,0,0,1,0,0,0,0
41016,270.93,0.0,0.0,1,449,4,0,0,0,0,0,0,0,1,0,0,0,0
46731,301.82,0.0,0.0,1,5428,15,0,0,0,0,0,0,0,1,0,0,0,0
24053,289.02,6.35,0.0,80,356,3,0,0,0,0,0,0,0,1,0,0,0,0
4698,274.39,0.0,0.0,1,316,1,0,0,0,0,0,0,0,1,0,0,0,0
30378,274.65,0.0,0.0,90,935,6,0,0,0,0,0,0,0,1,0,0,0,0
29398,274.08,0.0,0.0,90,4119,17,0,0,0,0,0,0,0,1,0,0,0,0
15856,292.64,0.0,0.0,1,2322,23,0,0,0,0,0,0,0,1,0,0,0,0
29801,251.96,0.0,0.0,75,1699,22,0,0,0,0,0,0,0,1,0,0,0,0
12823,280.15,0.0,0.0,90,3222,19,0,0,0,0,0,0,0,1,0,0,0,0
3590,267.22,0.0,0.0,75,278,2,0,0,0,0,0,0,0,1,0,0,0,0
1580,276.41,0.0,0.0,75,5746,14,0,0,0,0,0,0,0,1,0,0,0,0
26030,285.75,0.0,0.0,1,872,4,0,0,0,0,0,0,0,1,0,0,0,0
17598,288.42,0.0,0.0,1,2752,5,0,0,0,0,0,0,0,1,0,0,0,0
54,293.85,0.0,0.0,40,3503,19,0,0,0,0,0,0,0,1,0,0,0,0
41566,267.41,0.0,0.0,1,627,5,0,0,0,0,0,0,0,1,0,0,0,0
1858,272.35,0.0,0.0,90,4265,8,0,0,0,0,0,0,0,1,0,0,0,0
46537,293.0,0.0,0.0,1,4902,9,0,0,0,0,0,0,0,1,0,0,0,0
18730,286.28,0.0,0.0,1,5705,12,0,0,0,0,0,0,0,1,0,0,0,0
3928,265.01,0.0,0.0,1,1203,23,0,0,0,0,0,0,0,1,0,0,0,0
44103,287.0,0.0,0.0,1,248,2,0,0,0,0,0,0,0,1,0,0,0,0
43478,279.2,0.0,0.0,1,4464,10,0,0,0,0,0,0,0,1,0,0,0,0
7475,302.31,0.0,0.0,1,3957,14,0,0,0,0,0,0,0,1,0,0,0,0
29123,257.59,0.0,0.0,40,4770,10,0,0,0,0,0,0,0,1,0,0,0,0
2553,265.18,0.0,0.0,75,3707,18,0,0,0,0,0,0,0,1,0,0,0,0
32930,289.51,0.0,0.0,40,6058,17,0,0,0,0,0,0,0,1,0,0,0,0
29902,267.58,0.0,0.0,90,4569,17,0,0,0,0,0,0,0,1,0,0,0,0
19622,266.43,0.0,0.0,40,791,1,0,0,0,0,0,0,0,1,0,0,0,0
3942,265.16,0.0,0.0,90,6128,8,0,0,0,0,0,0,0,1,0,0,0,0
40012,262.44,0.0,0.0,1,1016,6,0,0,0,0,0,0,0,1,0,0,0,0
28129,278.07,0.0,0.0,20,5112,9,0,0,0,0,0,0,0,1,0,0,0,0
14952,298.13,0.0,0.0,0,4048,19,0,0,0,0,0,0,0,1,0,0,0,0
43611,282.22,0.0,0.0,1,1253,23,0,0,0,0,0,0,0,1,0,0,0,0
924,280.56,0.0,0.0,46,537,0,0,0,0,0,0,0,0,1,0,0,0,0
28764,272.28,0.0,0.0,90,3172,20,0,0,0,0,0,0,0,1,0,0,0,0
12772,270.72,0.0,0.0,20,5458,15,0,0,0,0,0,0,0,1,0,0,0,0
23746,290.1,0.0,0.0,1,2668,22,0,0,0,0,0,0,0,1,0,0,0,0
5890,293.36,0.0,0.0,90,6305,17,0,0,0,0,0,0,0,1,0,0,0,0
16027,296.23,0.55,0.0,40,4416,18,0,0,0,0,0,0,0,1,0,0,0,0
41943,274.61,0.0,0.0,90,600,0,0,0,0,0,0,0,0,1,0,0,0,0
6332,282.76,0.0,0.0,90,5227,12,0,0,0,0,0,0,0,1,0,0,0,0
19208,274.55,0.0,0.0,90,2398,21,0,0,0,0,0,0,0,1,0,0,0,0
38325,281.53,0.0,0.0,1,1416,23,0,0,0,0,0,0,0,1,0,0,0,0
5850,285.39,0.0,0.0,1,373,3,0,0,0,0,0,0,0,1,0,0,0,0
16441,300.49,0.0,0.0,40,5386,12,0,0,0,0,0,0,0,1,0,0,0,0
25302,292.46,0.0,0.0,90,602,0,0,0,0,0,0,0,0,1,0,0,0,0
30529,267.35,0.0,0.0,90,2602,5,0,0,0,0,0,0,0,1,0,0,0,0
30583,268.68,0.0,0.0,40,3919,11,0,0,0,0,0,0,0,1,0,0,0,0
34993,290.29,0.0,0.0,1,499,4,0,0,0,0,0,0,0,1,0,0,0,0
40801,268.73,0.0,0.0,1,703,5,0,0,0,0,0,0,0,1,0,0,0,0
37093,287.67,0.0,0.0,1,3102,5,0,0,0,0,0,0,0,1,0,0,0,0
22023,271.69,0.0,0.0,1,5170,8,0,0,0,0,0,0,0,1,0,0,0,0
22492,288.94,0.0,0.0,90,3475,8,0,0,0,0,0,0,0,1,0,0,0,0
47945,288.18,0.25,0.0,90,867,4,0,0,0,0,0,0,0,1,0,0,0,0
5480,277.51,0.0,0.0,75,6073,15,0,0,0,0,0,0,0,1,0,0,0,0
14136,288.76,6.6,0.0,90,5902,16,0,0,0,0,0,0,0,1,0,0,0,0
5206,275.89,0.0,0.0,75,5047,12,0,0,0,0,0,0,0,1,0,0,0,0
16554,295.21,0.0,0.0,1,2772,21,0,0,0,0,0,0,0,1,0,0,0,0
19389,284.22,0.0,0.0,1,4510,11,0,0,0,0,0,0,0,1,0,0,0,0
43008,267.0,0.0,0.0,1,4771,11,0,0,0,0,0,0,0,1,0,0,0,0
16816,293.11,2.91,0.0,90,4879,6,0,0,0,0,0,0,0,1,0,0,0,0
5719,280.03,0.0,0.0,40,4775,18,0,0,0,0,0,0,0,1,0,0,0,0
16417,297.61,0.0,0.0,1,4955,12,0,0,0,0,0,0,0,1,0,0,0,0
18604,286.15,0.0,0.0,90,2379,7,0,0,0,0,0,0,0,1,0,0,0,0
17326,297.14,0.0,0.0,1,3291,21,0,0,0,0,0,0,0,1,0,0,0,0
28825,275.09,0.0,0.0,90,3158,18,0,0,0,0,0,0,0,1,0,0,0,0
7515,296.63,0.0,0.0,76,6773,7,0,0,0,0,0,0,0,1,0,0,0,0
29001,263.46,0.0,0.0,90,531,2,0,0,0,0,0,0,0,1,0,0,0,0
22107,278.08,0.0,0.0,1,1645,22,0,0,0,0,0,0,0,1,0,0,0,0
43724,291.14,0.0,0.0,1,5111,12,0,0,0,0,0,0,0,1,0,0,0,0
225,278.18,0.0,0.0,90,5230,9,0,0,0,0,0,0,0,1,0,0,0,0
31494,275.48,0.0,0.0,1,2188,23,0,0,0,0,0,0,0,1,0,0,0,0
8781,293.87,0.0,0.0,80,2027,22,0,0,0,0,0,0,0,1,0,0,0,0
5659,286.85,0.0,0.0,75,544,0,0,0,0,0,0,0,0,1,0,0,0,0
1711,281.44,0.0,0.0,20,6434,17,0,0,0,0,0,0,0,1,0,0,0,0
48020,291.12,0.0,0.0,1,934,23,0,0,0,0,0,0,0,1,0,0,0,0
6242,289.78,0.0,0.0,90,6588,7,0,0,0,0,0,0,0,1,0,0,0,0
20134,271.56,0.0,0.0,90,434,1,0,0,0,0,0,0,0,1,0,0,0,0
34535,299.62,0.0,0.0,1,5681,15,0,0,0,0,0,0,0,1,0,0,0,0
47534,294.53,0.0,0.0,5,4550,13,0,0,0,0,0,0,0,1,0,0,0,0
12555,249.15,0.0,0.0,20,4366,9,0,0,0,0,0,0,0,1,0,0,0,0
40625,257.35,0.0,0.0,90,3338,10,0,0,0,0,0,0,0,1,0,0,0,0
46887,291.8,0.0,0.0,20,1005,23,0,0,0,0,0,0,0,1,0,0,0,0
8796,296.93,0.0,0.0,0,3217,20,0,0,0,0,0,0,0,1,0,0,0,0
37423,298.3,0.0,0.0,90,3182,20,0,0,0,0,0,0,0,1,0,0,0,0
45143,291.44,0.0,0.0,90,5852,15,0,0,0,0,0,0,0,1,0,0,0,0
674,275.38,0.0,0.0,90,5879,14,0,0,0,0,0,0,0,1,0,0,0,0
18307,299.98,0.0,0.0,40,4871,18,0,0,0,0,0,0,0,1,0,0,0,0
7944,289.8,0.0,0.0,0,2740,5,0,0,0,0,0,0,0,1,0,0,0,0
40396,261.15,0.0,0.0,40,4486,16,0,0,0,0,0,0,0,1,0,0,0,0
41040,265.36,0.0,0.0,90,395,4,0,0,0,0,0,0,0,1,0,0,0,0
13981,279.78,0.45,0.0,90,206,2,0,0,0,0,0,0,0,1,0,0,0,0
42238,273.0,0.0,0.0,90,420,3,0,0,0,0,0,0,0,1,0,0,0,0
16270,293.03,0.0,0.0,1,656,2,0,0,0,0,0,0,0,1,0,0,0,0
43245,270.22,0.0,0.0,90,2153,11,0,0,0,0,0,0,0,1,0,0,0,0
6890,292.55,0.0,0.0,44,4994,13,0,0,0,0,0,0,0,1,0,0,0,0
42880,271.36,0.0,0.0,90,3893,9,0,0,0,0,0,0,0,1,0,0,0,0
41305,259.22,0.0,0.0,90,549,0,0,0,0,0,0,0,0,1,0,0,0,0
4192,273.88,0.0,0.0,90,380,4,0,0,0,0,0,0,0,1,0,0,0,0
25187,297.48,0.0,0.0,40,1,19,0,0,0,0,0,0,0,1,0,0,0,0
31153,286.832,0.0,0.0,88,4929,8,0,0,0,0,0,0,0,1,0,0,0,0
44834,294.58,0.0,0.0,90,3571,18,0,0,0,0,0,0,0,1,0,0,0,0
23761,289.36,0.0,0.0,75,966,6,0,0,0,0,0,0,0,1,0,0,0,0
14567,294.73,0.0,0.0,0,4914,18,0,0,0,0,0,0,0,1,0,0,0,0
17336,294.69,1.67,0.0,90,868,4,0,0,0,0,0,0,0,1,0,0,0,0
2411,256.57,0.0,0.0,75,301,2,0,0,0,0,0,0,0,1,0,0,0,0
26477,289.86,0.3,0.0,1,6022,8,0,0,0,0,0,0,0,1,0,0,0,0
20192,270.57,0.0,0.0,75,746,8,0,0,0,0,0,0,0,1,0,0,0,0
41595,267.75,0.0,0.0,90,1889,8,0,0,0,0,0,0,0,1,0,0,0,0
45515,299.51,0.0,0.0,40,2552,21,0,0,0,0,0,0,0,1,0,0,0,0
45784,296.06,0.0,0.0,90,439,1,0,0,0,0,0,0,0,1,0,0,0,0
34251,295.08,0.0,0.0,1,3289,9,0,0,0,0,0,0,0,1,0,0,0,0
28701,275.81,0.0,0.0,90,5635,17,0,0,0,0,0,0,0,1,0,0,0,0
11338,266.47,0.0,0.0,64,6421,16,0,0,0,0,0,0,0,1,0,0,0,0
15193,286.71,0.0,0.0,92,312,2,0,0,0,0,0,0,0,1,0,0,0,0
4018,271.11,0.0,0.0,75,4935,14,0,0,0,0,0,0,0,1,0,0,0,0
28691,276.4,0.0,0.0,90,4520,12,0,0,0,0,0,0,0,1,0,0,0,0
45900,300.15,0.0,0.0,1,4558,13,0,0,0,0,0,0,0,1,0,0,0,0
44234,280.58,0.0,0.0,1,433,5,0,0,0,0,0,0,0,1,0,0,0,0
2585,252.98,0.0,0.0,1,243,2,0,0,0,0,0,0,0,1,0,0,0,0
37844,286.62,0.0,0.0,90,4823,12,0,0,0,0,0,0,0,1,0,0,0,0
30633,273.21,0.0,0.0,90,927,23,0,0,0,0,0,0,0,1,0,0,0,0
9449,277.0,0.0,0.0,0,351,4,0,0,0,0,0,0,0,1,0,0,0,0
2370,263.2,0.0,0.0,90,1138,9,0,0,0,0,0,0,0,1,0,0,0,0
24909,295.09,0.0,0.0,1,357,3,0,0,0,0,0,0,0,1,0,0,0,0
28372,274.15,0.0,0.0,90,4219,8,0,0,0,0,0,0,0,1,0,0,0,0
20700,256.55,0.0,0.0,1,4757,12,0,0,0,0,0,0,0,1,0,0,0,0
2538,256.1,0.0,0.0,75,1421,5,0,0,0,0,0,0,0,1,0,0,0,0
9263,287.17,0.0,0.0,92,5317,18,0,0,0,0,0,0,0,1,0,0,0,0
42721,279.08,0.0,0.0,40,3105,20,0,0,0,0,0,0,0,1,0,0,0,0
4467,263.61,0.0,0.0,1,1266,0,0,0,0,0,0,0,0,1,0,0,0,0
17311,287.91,0.0,0.0,1,5869,6,0,0,0,0,0,0,0,1,0,0,0,0
11601,276.1,1.02,0.0,64,3938,14,0,0,0,0,0,0,0,1,0,0,0,0
26667,296.11,0.0,0.0,75,6020,16,0,0,0,0,0,0,0,1,0,0,0,0
1205,273.76,0.0,0.0,40,6171,8,0,0,0,0,0,0,0,1,0,0,0,0
10360,274.0,0.68,0.0,64,5133,14,0,0,0,0,0,0,0,1,0,0,0,0
34388,297.65,0.0,0.0,1,3467,23,0,0,0,0,0,0,0,1,0,0,0,0
20030,273.86,0.0,0.0,90,904,4,0,0,0,0,0,0,0,1,0,0,0,0
10435,258.37,0.0,0.0,64,5630,7,0,0,0,0,0,0,0,1,0,0,0,0
29563,268.96,0.0,0.0,75,4306,9,0,0,0,0,0,0,0,1,0,0,0,0
28432,274.15,0.0,0.0,90,2782,20,0,0,0,0,0,0,0,1,0,0,0,0
35602,295.68,0.0,0.0,75,4182,13,0,0,0,0,0,0,0,1,0,0,0,0
14747,290.14,0.0,0.0,20,5735,6,0,0,0,0,0,0,0,1,0,0,0,0
39879,270.08,0.0,0.0,40,530,0,0,0,0,0,0,0,0,1,0,0,0,0
23279,283.4,0.0,0.0,40,317,3,0,0,0,0,0,0,0,1,0,0,0,0
34814,286.08,0.0,0.0,1,458,3,0,0,0,0,0,0,0,1,0,0,0,0
22119,290.22,0.0,0.0,40,5161,13,0,0,0,0,0,0,0,1,0,0,0,0
4422,259.6,0.0,0.0,1,306,3,0,0,0,0,0,0,0,1,0,0,0,0
670,275.03,0.0,0.0,90,5341,11,0,0,0,0,0,0,0,1,0,0,0,0
480,281.4,0.0,0.0,40,3644,19,0,0,0,0,0,0,0,1,0,0,0,0
13601,281.71,0.32,0.0,90,1393,6,0,0,0,0,0,0,0,1,0,0,0,0
45889,292.75,0.0,0.0,1,297,2,0,0,0,0,0,0,0,1,0,0,0,0
12885,271.03,0.0,0.0,1,5068,9,0,0,0,0,0,0,0,1,0,0,0,0
17190,299.78,0.0,0.0,1,5137,17,0,0,0,0,0,0,0,1,0,0,0,0
19816,268.44,0.0,0.0,1,302,2,0,0,0,0,0,0,0,1,0,0,0,0
44338,295.28,0.0,0.0,75,5695,8,0,0,0,0,0,0,0,1,0,0,0,0
9705,269.95,0.0,0.0,64,6703,7,0,0,0,0,0,0,0,1,0,0,0,0
1949,268.75,0.0,0.0,89,5320,14,0,0,0,0,0,0,0,1,0,0,0,0
5047,274.65,0.0,0.0,90,6595,16,0,0,0,0,0,0,0,1,0,0,0,0
7958,295.81,0.0,0.0,92,2917,21,0,0,0,0,0,0,0,1,0,0,0,0
26737,298.15,0.0,0.0,0,6078,16,0,0,0,0,0,0,0,1,0,0,0,0
29903,267.72,0.0,0.0,90,3512,18,0,0,0,0,0,0,0,1,0,0,0,0
35118,295.55,0.0,0.0,40,5356,8,0,0,0,0,0,0,0,1,0,0,0,0
9127,286.77,0.0,0.0,0,5454,8,0,0,0,0,0,0,0,1,0,0,0,0
4904,278.39,0.0,0.0,90,1124,23,0,0,0,0,0,0,0,1,0,0,0,0
33732,292.09,0.0,0.0,90,5763,17,0,0,0,0,0,0,0,1,0,0,0,0
11033,268.9,0.0,0.0,64,688,5,0,0,0,0,0,0,0,1,0,0,0,0
24118,300.83,0.0,0.0,0,3351,20,0,0,0,0,0,0,0,1,0,0,0,0
22778,284.41,0.51,0.0,40,830,4,0,0,0,0,0,0,0,1,0,0,0,0
29953,257.88,0.0,0.0,90,847,4,0,0,0,0,0,0,0,1,0,0,0,0
21989,274.48,0.0,0.0,90,5154,14,0,0,0,0,0,0,0,1,0,0,0,0
5000,275.89,0.0,0.0,90,4562,14,0,0,0,0,0,0,0,1,0,0,0,0
21971,283.94,0.0,0.0,1,5165,13,0,0,0,0,0,0,0,1,0,0,0,0
