,temperature,rain_1h,snow_1h,clouds_percentage,population_density,hour,_Christmas Day,_Columbus Day,_Independence Day,_Labor Day,_Martin Luther King Jr Day,_Memorial Day,_New Years Day,_None,_State Fair,_Thanksgiving Day,_Veterans Day,_Washingtons Birthday
31265,269.42,0.0,0.0,90,4722,9,0,0,0,0,0,0,0,1,0,0,0,0
20845,270.72,0.0,0.0,90,1598,23,0,0,0,0,0,0,0,1,0,0,0,0
41471,266.64,0.0,0.0,90,4722,11,0,0,0,0,0,0,0,1,0,0,0,0
1140,270.6,0.0,0.0,90,5187,16,0,0,0,0,0,0,0,1,0,0,0,0
45504,297.07,0.0,0.0,1,4172,10,0,0,0,0,0,0,0,1,0,0,0,0
18010,298.97,0.0,0.0,75,355,4,0,0,0,0,0,0,0,1,0,0,0,0
3354,260.74,0.0,0.0,99,4454,18,0,0,0,0,0,0,0,1,0,0,0,0
17517,290.02,0.25,0.0,90,581,0,0,0,0,0,0,0,0,1,0,0,0,0
16264,295.67,0.0,0.0,1,2466,22,0,0,0,0,0,0,0,1,0,0,0,0
17828,289.56,0.25,0.0,90,1034,6,0,0,0,0,0,0,0,1,0,0,0,0
2517,262.18,0.0,0.0,90,2930,10,0,0,0,0,0,0,0,1,0,0,0,0
30447,273.62,0.0,0.0,90,300,1,0,0,0,0,0,0,0,1,0,0,0,0
22516,294.62,0.0,0.0,40,3847,10,0,0,0,0,0,0,0,1,0,0,0,0
4287,262.35,0.0,0.0,1,5615,9,0,0,0,0,0,0,0,1,0,0,0,0
6805,290.58,0.0,0.0,56,3231,19,0,0,0,0,0,0,0,1,0,0,0,0
5523,273.19,0.0,0.0,40,7009,7,0,0,0,0,0,0,0,1,0,0,0,0
22637,284.71,0.0,0.0,90,2781,5,0,0,0,0,0,0,0,1,0,0,0,0
21377,276.42,0.0,0.0,20,708,0,0,0,0,0,0,0,0,1,0,0,0,0
36608,290.09,0.0,0.0,75,1507,0,0,0,0,0,0,0,0,1,0,0,0,0
9640,276.8,0.0,0.0,90,3457,20,0,0,0,0,0,0,0,1,0,0,0,0
13893,277.88,2.1,0.0,90,4425,10,0,0,0,0,0,0,0,1,0,0,0,0
38040,281.42,0.0,0.0,90,3083,23,0,0,0,0,0,0,0,1,0,0,0,0
38759,271.08,0.0,0.0,1,373,3,0,0,0,0,0,0,0,1,0,0,0,0
36071,290.37,0.0,0.0,1,306,2,0,0,0,0,0,0,0,1,0,0,0,0
32381,289.22,0.0,0.0,1,6262,17,0,0,0,0,0,0,0,1,0,0,0,0
2828,273.93,0.0,0.0,90,2711,20,0,0,0,0,0,0,0,1,0,0,0,0
41828,271.42,0.0,0.0,90,1786,22,0,0,0,0,0,0,0,1,0,0,0,0
26947,286.92,0.0,0.0,12,4392,11,0,0,0,0,0,0,0,1,0,0,0,0
29699,272.71,0.0,0.0,90,3563,16,0,0,0,0,0,0,0,1,0,0,0,0
26321,292.22,1.4,0.0,40,537,1,0,0,0,0,0,0,0,1,0,0,0,0
1333,281.47,0.0,0.0,20,4525,18,0,0,0,0,0,0,0,1,0,0,0,0
33226,275.55,0.0,0.0,90,245,2,0,0,0,0,0,0,0,1,0,0,0,0
17321,301.98,0.0,0.0,1,6409,16,0,0,0,0,0,0,0,1,0,0,0,0
9160,298.5,0.0,0.0,1,3301,20,0,0,0,0,0,0,0,1,0,0,0,0
16521,299.03,0.0,0.0,40,4546,12,0,0,0,0,0,0,0,1,0,0,0,0
28450,274.02,0.0,0.0,90,300,4,0,0,0,0,0,0,0,1,0,0,0,0
3312,256.44,0.0,0.0,93,2258,23,0,0,0,0,0,0,0,1,0,0,0,0
22360,275.9,0.0,0.0,1,5083,14,0,0,0,0,0,0,0,1,0,0,0,0
35911,285.93,0.0,0.0,90,5104,13,0,0,0,0,0,0,0,1,0,0,0,0
3743,258.89,0.0,0.0,75,220,2,0,0,0,0,0,0,0,1,0,0,0,0
29548,266.08,0.0,0.0,1,4127,18,0,0,0,0,0,0,0,1,0,0,0,0
2960,260.66,0.0,0.0,20,1433,22,0,0,0,0,0,0,0,1,0,0,0,0
2282,266.72,0.0,0.0,40,5264,17,0,0,0,0,0,0,0,1,0,0,0,0
8857,305.31,0.0,0.0,0,6387,17,0,0,0,0,0,0,0,1,0,0,0,0
1588,272.33,0.0,0.0,90,2644,22,0,0,0,0,0,0,0,1,0,0,0,0
30913,267.61,0.0,0.0,1,5710,8,0,0,0,0,0,0,0,1,0,0,0,0
35599,294.55,0.0,0.0,75,3463,10,0,0,0,0,0,0,0,1,0,0,0,0
42434,276.79,0.0,0.0,90,2692,20,0,0,0,0,0,0,0,1,0,0,0,0
38184,297.29,0.0,0.0,75,5635,14,0,0,0,0,0,0,0,1,0,0,0,0
39852,268.68,0.0,0.0,90,4399,10,0,0,0,0,0,0,0,1,0,0,0,0
44534,295.89,0.0,0.0,75,6429,17,0,0,0,0,0,0,0,1,0,0,0,0
12120,254.94,0.0,0.0,1,2490,9,0,0,0,0,0,0,0,1,0,0,0,0
46094,289.69,0.0,0.0,1,957,4,0,0,0,0,0,0,0,1,0,0,0,0
40268,253.29,0.0,0.0,1,2985,13,0,0,0,0,0,0,0,1,0,0,0,0
20537,250.29,0.0,0.0,1,273,4,0,0,0,0,0,0,0,1,0,0,0,0
30894,263.21,0.0,0.0,1,4959,13,0,0,0,0,0,0,0,1,0,0,0,0
7084,298.78,0.0,0.0,8,5626,14,0,0,0,0,0,0,0,1,0,0,0,0
21415,269.87,0.0,0.0,1,748,6,0,0,0,0,0,0,0,1,0,0,0,0
42031,274.65,0.0,0.0,90,1840,8,0,0,0,0,0,0,0,1,0,0,0,0
38666,278.08,0.0,0.0,90,3865,22,0,0,0,0,0,0,0,1,0,0,0,0
39553,265.02,0.0,0.0,90,5196,17,0,0,0,0,0,0,0,1,0,0,0,0
22496,296.61,0.0,0.0,75,5371,12,0,0,0,0,0,0,0,1,0,0,0,0
10419,271.12,0.25,0.0,64,4132,17,0,0,0,0,0,0,0,1,0,0,0,0
48079,281.4,0.0,0.0,1,924,23,0,0,0,0,0,0,0,1,0,0,0,0
8534,292.34,0.0,0.0,80,5895,6,0,0,0,0,0,0,0,1,0,0,0,0
39340,279.79,0.0,0.0,40,5223,14,0,0,0,0,0,0,0,1,0,0,0,0
24257,302.1,0.0,0.0,0,5762,15,0,0,0,0,0,0,0,1,0,0,0,0
29464,273.95,0.0,0.0,90,2173,11,0,0,0,0,0,0,0,1,0,0,0,0
40996,276.15,0.0,0.0,75,5953,8,0,0,0,0,0,0,0,1,0,0,0,0
46021,291.79,0.0,0.0,90,4816,9,0,0,0,0,0,0,0,1,0,0,0,0
23278,284.1,0.0,0.0,90,278,2,0,0,0,0,0,0,0,1,0,0,0,0
24413,288.11,0.0,0.0,0,521,3,0,0,0,0,0,0,0,1,0,0,0,0
2831,273.93,0.0,0.0,90,2511,21,0,0,0,0,0,0,0,1,0,0,0,0
38430,273.08,0.0,0.0,90,2950,8,0,0,0,0,0,0,0,1,0,0,0,0
40961,269.95,0.0,0.0,90,4646,12,0,0,0,0,0,0,0,1,0,0,0,0
24492,290.43,0.0,0.0,75,6045,7,0,0,0,0,0,0,0,1,0,0,0,0
24144,293.8,0.0,0.0,48,1918,22,0,0,0,0,0,0,0,1,0,0,0,0
14857,293.51,0.0,0.0,0,2802,20,0,0,0,0,0,0,0,1,0,0,0,0
37663,291.07,0.0,0.0,90,2208,20,0,0,0,0,0,0,0,1,0,0,0,0
37782,284.86,0.0,0.0,90,4719,10,0,0,0,0,0,0,0,1,0,0,0,0
40928,267.22,0.0,0.0,90,4510,11,0,0,0,0,0,0,0,1,0,0,0,0
42032,274.65,0.0,0.0,90,1840,8,0,0,0,0,0,0,0,1,0,0,0,0
34982,295.61,0.0,0.0,75,3551,19,0,0,0,0,0,0,0,1,0,0,0,0
41427,265.86,0.0,0.0,5,4629,15,0,0,0,0,0,0,0,1,0,0,0,0
6021,293.74,0.0,0.0,1,6445,17,0,0,0,0,0,0,0,1,0,0,0,0
17947,300.12,0.0,0.0,1,4016,19,0,0,0,0,0,0,0,1,0,0,0,0
28789,272.59,0.0,0.0,90,2828,20,0,0,0,0,0,0,0,1,0,0,0,0
30197,272.82,0.0,0.0,1,1662,22,0,0,0,0,0,0,0,1,0,0,0,0
45024,302.89,0.0,0.0,1,3223,19,0,0,0,0,0,0,0,1,0,0,0,0
38887,270.36,0.0,0.0,75,6117,8,0,0,0,0,0,0,0,1,0,0,0,0
45920,293.29,0.0,0.0,20,5030,9,0,0,0,0,0,0,0,1,0,0,0,0
26756,294.0,0.0,0.0,0,4415,12,0,0,0,0,0,0,0,1,0,0,0,0
10919,256.27,0.0,0.0,64,4324,12,0,0,0,0,0,0,0,1,0,0,0,0
11348,265.03,0.0,0.0,64,287,2,0,0,0,0,0,0,0,1,0,0,0,0
19733,274.44,0.0,0.0,90,5228,16,0,0,0,0,0,0,0,1,0,0,0,0
24197,290.93,0.0,0.0,68,444,3,0,0,0,0,0,0,0,1,0,0,0,0
5366,273.63,0.0,0.0,1,3485,11,0,0,0,0,0,0,0,1,0,0,0,0
10122,272.26,0.0,0.0,75,5997,8,0,0,0,0,0,0,0,1,0,0,0,0
3539,272.61,0.0,0.0,90,1407,22,0,0,0,0,0,0,0,1,0,0,0,0
46377,287.75,0.0,0.0,1,435,1,0,0,0,0,0,0,0,1,0,0,0,0
42383,276.69,0.0,0.0,1,6023,17,0,0,0,0,0,0,0,1,0,0,0,0
44306,289.29,0.0,0.0,1,363,1,0,0,0,0,0,0,0,1,0,0,0,0
19869,273.09,0.0,0.0,40,5038,9,0,0,0,0,0,0,0,1,0,0,0,0
34898,290.35,0.0,0.0,90,5268,6,0,0,0,0,0,0,0,1,0,0,0,0
7974,291.57,0.0,0.0,32,4414,12,0,0,0,0,0,0,0,1,0,0,0,0
41417,254.08,0.0,0.0,1,431,5,0,0,0,0,0,0,0,1,0,0,0,0
11017,276.81,0.95,0.0,64,5785,16,0,0,0,0,0,0,0,1,0,0,0,0
29567,274.15,0.0,0.0,75,4953,13,0,0,0,0,0,0,0,1,0,0,0,0
41303,259.36,0.0,0.0,90,1652,22,0,0,0,0,0,0,0,1,0,0,0,0
36216,292.99,0.0,0.0,90,4332,17,0,0,0,0,0,0,0,1,0,0,0,0
4822,275.93,0.0,0.0,1,4569,11,0,0,0,0,0,0,0,1,0,0,0,0
9050,286.9,0.0,0.0,75,841,4,0,0,0,0,0,0,0,1,0,0,0,0
4436,267.07,0.0,0.0,1,6246,17,0,0,0,0,0,0,0,1,0,0,0,0
30010,249.5,0.0,0.0,1,5554,6,0,0,0,0,0,0,0,1,0,0,0,0
30201,272.55,0.0,0.0,1,759,0,0,0,0,0,0,0,0,1,0,0,0,0
23797,290.2,0.0,0.0,75,1258,8,0,0,0,0,0,0,0,1,0,0,0,0
24418,289.09,0.0,0.0,20,6208,7,0,0,0,0,0,0,0,1,0,0,0,0
41582,271.72,0.0,0.0,1,3489,19,0,0,0,0,0,0,0,1,0,0,0,0
11957,261.96,0.0,0.0,1,3944,14,0,0,0,0,0,0,0,1,0,0,0,0
15987,299.882,0.0,0.0,24,4947,11,0,0,0,0,0,0,0,1,0,0,0,0
14860,289.78,0.0,0.0,40,1009,23,0,0,0,0,0,0,0,1,0,0,0,0
7809,301.13,0.0,0.0,88,4782,15,0,0,0,0,0,0,0,1,0,0,0,0
35149,299.68,0.0,0.0,40,5032,13,0,0,0,0,0,0,0,1,0,0,0,0
2645,266.09,0.0,0.0,90,2046,21,0,0,0,0,0,0,0,1,0,0,0,0
38252,284.35,0.0,0.0,1,2431,22,0,0,0,0,0,0,0,1,0,0,0,0
30993,270.55,0.0,0.0,1,6643,7,0,0,0,0,0,0,0,1,0,0,0,0
43498,273.08,0.0,0.0,1,904,6,0,0,0,0,0,0,0,1,0,0,0,0
14665,296.3,4.32,0.0,75,2735,20,0,0,0,0,0,0,0,1,0,0,0,0
17675,289.83,0.0,0.0,64,2353,21,0,0,0,0,0,0,0,1,0,0,0,0
26251,285.28,0.0,0.0,1,5021,6,0,0,0,0,0,0,0,1,0,0,0,0
12383,273.43,0.0,0.0,90,4912,8,0,0,0,0,0,0,0,1,0,0,0,0
9434,284.55,0.0,0.0,44,418,3,0,0,0,0,0,0,0,1,0,0,0,0
4880,275.14,0.0,0.0,90,748,4,0,0,0,0,0,0,0,1,0,0,0,0
19245,284.15,0.0,0.0,40,5934,17,0,0,0,0,0,0,0,1,0,0,0,0
46282,287.15,0.0,0.0,5,6313,7,0,0,0,0,0,0,0,1,0,0,0,0
43421,273.51,0.0,0.0,1,351,1,0,0,0,0,0,0,0,1,0,0,0,0
36398,293.29,0.0,0.0,1,5611,14,0,0,0,0,0,0,0,1,0,0,0,0
25132,295.19,0.0,0.0,1,428,2,0,0,0,0,0,0,0,1,0,0,0,0
14219,282.65,0.25,0.0,75,265,4,0,0,0,0,0,0,0,1,0,0,0,0
36353,291.94,0.0,0.0,90,5990,8,0,0,0,0,0,0,0,1,0,0,0,0
30590,268.94,0.0,0.0,40,3719,18,0,0,0,0,0,0,0,1,0,0,0,0
28578,281.35,0.0,0.0,90,804,4,0,0,0,0,0,0,0,1,0,0,0,0
42039,275.88,0.0,0.0,90,4241,12,0,0,0,0,0,0,0,1,0,0,0,0
44601,298.86,0.0,0.0,75,4926,18,0,0,0,0,0,0,0,1,0,0,0,0
25366,299.91,0.0,0.0,75,4128,16,0,0,0,0,0,0,0,1,0,0,0,0
22759,284.99,1.91,0.0,90,2269,21,0,0,0,0,0,0,0,1,0,0,0,0
31650,260.55,0.0,0.0,1,436,3,0,0,0,0,0,0,0,1,0,0,0,0
26223,288.63,0.0,0.0,1,9,23,0,0,0,0,0,0,0,1,0,0,0,0
11905,255.84,0.0,0.0,0,4548,10,0,0,0,0,0,0,0,1,0,0,0,0
25393,299.62,0.0,0.0,1,3075,19,0,0,0,0,0,0,0,1,0,0,0,0
11497,263.03,0.0,0.0,64,6252,16,0,0,0,0,0,0,0,1,0,0,0,0
17086,290.62,0.0,0.0,1,603,0,0,0,0,0,0,0,0,1,0,0,0,0
15843,293.62,0.0,0.0,5,5363,9,0,0,0,0,0,0,0,1,0,0,0,0
2745,267.15,0.0,0.0,20,5494,15,0,0,0,0,0,0,0,1,0,0,0,0
23948,290.91,0.0,0.0,90,3619,19,0,0,0,0,0,0,0,1,0,0,0,0
18244,288.66,0.0,0.0,1,318,3,0,0,0,0,0,0,0,1,0,0,0,0
44781,291.22,0.0,0.0,75,6584,7,0,0,0,0,0,0,0,1,0,0,0,0
7609,292.13,0.0,0.0,68,1456,23,0,0,0,0,0,0,0,1,0,0,0,0
18019,296.57,0.3,0.0,90,1936,8,0,0,0,0,0,0,0,1,0,0,0,0
14547,286.45,0.0,0.0,1,1879,22,0,0,0,0,0,0,0,1,0,0,0,0
30607,268.26,0.0,0.0,90,4470,9,0,0,0,0,0,0,0,1,0,0,0,0
47343,291.48,0.25,0.0,1,590,5,0,0,0,0,0,0,0,1,0,0,0,0
16480,294.95,0.0,0.0,40,947,1,0,0,0,0,0,0,0,1,0,0,0,0
43084,274.48,0.0,0.0,75,2635,20,0,0,0,0,0,0,0,1,0,0,0,0
42458,276.15,0.0,0.0,90,2582,20,0,0,0,0,0,0,0,1,0,0,0,0
26943,282.73,0.0,0.0,56,6228,7,0,0,0,0,0,0,0,1,0,0,0,0
21903,272.8,0.0,0.0,90,3203,22,0,0,0,0,0,0,0,1,0,0,0,0
38527,270.8,0.0,0.0,1,3747,21,0,0,0,0,0,0,0,1,0,0,0,0
40064,256.15,0.0,0.0,90,798,6,0,0,0,0,0,0,0,1,0,0,0,0
3906,268.39,0.0,0.0,90,2572,5,0,0,0,0,0,0,0,1,0,0,0,0
16149,295.18,0.0,0.0,75,4558,12,0,0,0,0,0,0,0,1,0,0,0,0
42084,272.09,0.0,0.0,90,1953,17,0,0,0,0,0,0,0,1,0,0,0,0
27582,284.938,0.0,0.0,76,4664,14,0,0,0,0,0,0,0,1,0,0,0,0
14705,296.93,0.0,0.0,40,5039,12,0,0,0,0,0,0,0,1,0,0,0,0
33696,290.48,0.0,0.0,90,287,2,0,0,0,0,0,0,0,1,0,0,0,0
24940,293.318,0.0,0.0,92,4134,10,0,0,0,0,0,0,0,1,0,0,0,0
22567,282.87,0.0,0.0,90,6332,8,0,0,0,0,0,0,0,1,0,0,0,0
29205,261.79,0.0,0.0,90,669,0,0,0,0,0,0,0,0,1,0,0,0,0
40131,256.9,0.0,0.0,1,1310,23,0,0,0,0,0,0,0,1,0,0,0,0
29703,273.02,0.0,0.0,90,2875,18,0,0,0,0,0,0,0,1,0,0,0,0
12313,267.92,0.0,0.0,90,2606,10,0,0,0,0,0,0,0,1,0,0,0,0
20210,270.91,0.0,0.0,90,302,2,0,0,0,0,0,0,0,1,0,0,0,0
47494,288.96,0.0,0.0,40,2712,21,0,0,0,0,0,0,0,1,0,0,0,0
12078,262.11,0.0,0.0,1,5942,15,0,0,0,0,0,0,0,1,0,0,0,0
45244,287.87,0.0,0.0,90,1495,6,0,0,0,0,0,0,0,1,0,0,0,0
46074,292.22,0.0,0.0,40,3711,10,0,0,0,0,0,0,0,1,0,0,0,0
39773,268.41,0.0,0.0,90,3558,21,0,0,0,0,0,0,0,1,0,0,0,0
448,280.96,0.0,0.0,96,759,5,0,0,0,0,0,0,0,1,0,0,0,0
23785,287.03,0.0,0.0,1,543,2,0,0,0,0,0,0,0,1,0,0,0,0
35788,293.08,0.0,0.0,1,2484,23,0,0,0,0,0,0,0,1,0,0,0,0
43817,291.01,0.0,0.0,40,2718,22,0,0,0,0,0,0,0,1,0,0,0,0
2509,264.99,0.0,0.0,90,356,3,0,0,0,0,0,0,0,1,0,0,0,0
37382,298.08,0.0,0.0,1,455,4,0,0,0,0,0,0,0,1,0,0,0,0
25968,293.0,1.02,0.0,75,558,0,0,0,0,0,0,0,0,1,0,0,0,0
25360,295.05,0.0,0.0,90,1802,10,0,0,0,0,0,0,0,1,0,0,0,0
43848,285.83,0.0,0.0,1,784,1,0,0,0,0,0,0,0,1,0,0,0,0
38638,274.77,0.0,0.0,90,680,5,0,0,0,0,0,0,0,1,0,0,0,0
15120,291.65,4.29,0.0,88,5675,7,0,0,0,0,0,0,0,1,0,0,0,0
16635,291.18,0.0,0.0,75,5440,6,0,0,0,0,0,0,0,1,0,0,0,0
39609,271.48,0.0,0.0,90,3631,19,0,0,0,0,0,0,0,1,0,0,0,0
23563,298.96,0.0,0.0,75,4778,13,0,0,0,0,0,0,0,1,0,0,0,0
34895,290.28,0.0,0.0,90,2747,5,0,0,0,0,0,0,0,1,0,0,0,0
15154,290.62,0.0,0.0,90,5838,8,0,0,0,0,0,0,0,1,0,0,0,0
1567,273.92,0.0,0.0,16,591,0,0,0,0,0,0,0,0,1,0,0,0,0
29915,270.22,0.0,0.0,75,2613,5,0,0,0,0,0,0,0,1,0,0,0,0
25463,303.89,0.0,0.0,24,4178,13,0,0,0,0,0,0,0,1,0,0,0,0
43400,272.44,0.0,0.0,90,6871,7,0,0,0,0,0,0,0,1,0,0,0,0
5782,273.71,0.0,0.0,90,1337,7,0,0,0,0,0,0,0,1,0,0,0,0
14943,295.94,0.0,0.0,1,4864,10,0,0,0,0,0,0,0,1,0,0,0,0
5224,275.15,0.0,0.0,40,5729,6,0,0,0,0,0,0,0,1,0,0,0,0
40791,275.42,0.0,0.0,75,3516,19,0,0,0,0,0,0,0,1,0,0,0,0
25903,295.55,0.0,0.0,40,4240,16,0,0,0,0,0,0,0,1,0,0,0,0
29977,258.59,0.0,0.0,90,1052,23,0,0,0,0,0,0,0,1,0,0,0,0
8589,301.12,0.0,0.0,76,5759,14,0,0,0,0,0,0,0,1,0,0,0,0
45619,300.02,0.0,0.0,40,4822,17,0,0,0,0,0,0,0,1,0,0,0,0
32283,276.89,0.0,0.0,1,561,4,0,0,0,0,0,0,0,1,0,0,0,0
41985,276.68,0.0,0.0,20,6057,15,0,0,0,0,0,0,0,1,0,0,0,0
38469,276.75,0.0,0.0,90,2077,21,0,0,0,0,0,0,0,1,0,0,0,0
34999,292.33,0.0,0.0,40,3768,10,0,0,0,0,0,0,0,1,0,0,0,0
24373,299.81,0.0,0.0,92,4957,11,0,0,0,0,0,0,0,1,0,0,0,0
12010,257.76,0.0,0.0,90,2862,19,0,0,0,0,0,0,0,1,0,0,0,0
30030,259.22,0.0,0.0,1,770,2,0,0,0,0,0,0,0,1,0,0,0,0
37440,289.48,0.0,0.0,90,5527,6,0,0,0,0,0,0,0,1,0,0,0,0
6043,304.66,0.0,0.0,1,6236,15,0,0,0,0,0,0,0,1,0,0,0,0
566,288.36,0.0,0.0,90,4982,12,0,0,0,0,0,0,0,1,0,0,0,0
25512,296.69,0.0,0.0,0,5088,14,0,0,0,0,0,0,0,1,0,0,0,0
17357,295.21,0.0,0.0,1,485,1,0,0,0,0,0,0,0,1,0,0,0,0
6711,285.7,0.25,0.0,92,372,1,0,0,0,0,0,0,0,1,0,0,0,0
29859,251.95,0.0,0.0,1,1123,6,0,0,0,0,0,0,0,1,0,0,0,0
15117,297.03,0.0,0.0,88,2995,21,0,0,0,0,0,0,0,1,0,0,0,0
8461,287.32,0.0,0.0,1,457,4,0,0,0,0,0,0,0,1,0,0,0,0
15456,296.85,0.0,0.0,88,4172,18,0,0,0,0,0,0,0,1,0,0,0,0
32499,292.78,0.0,0.0,90,4373,16,0,0,0,0,0,0,0,1,0,0,0,0
28751,272.55,0.0,0.0,90,6181,7,0,0,0,0,0,0,0,1,0,0,0,0
13812,286.89,0.64,0.0,90,334,3,0,0,0,0,0,0,0,1,0,0,0,0
8443,293.9,0.0,0.0,75,4944,10,0,0,0,0,0,0,0,1,0,0,0,0
1046,276.64,0.0,0.0,1,1090,0,0,0,0,0,0,0,0,1,0,0,0,0
11073,252.15,0.0,0.0,1,3703,16,0,0,0,0,0,0,0,1,0,0,0,0
3399,261.02,0.0,0.0,85,1768,22,0,0,0,0,0,0,0,1,0,0,0,0
25689,292.5,0.0,0.0,0,1752,23,0,0,0,0,0,0,0,1,0,0,0,0
34526,291.95,0.0,0.0,75,5538,7,0,0,0,0,0,0,0,1,0,0,0,0
31176,275.29,0.0,0.0,40,3830,10,0,0,0,0,0,0,0,1,0,0,0,0
42642,275.42,0.0,0.0,90,5494,15,0,0,0,0,0,0,0,1,0,0,0,0
8201,291.96,0.0,0.0,80,4767,11,0,0,0,0,0,0,0,1,0,0,0,0
6115,288.56,0.0,0.0,90,4866,14,0,0,0,0,0,0,0,1,0,0,0,0
7312,292.41,0.0,0.0,88,2463,23,0,0,0,0,0,0,0,1,0,0,0,0
1754,273.73,0.0,0.0,75,5113,13,0,0,0,0,0,0,0,1,0,0,0,0
2241,272.43,0.0,0.0,75,5632,15,0,0,0,0,0,0,0,1,0,0,0,0
15625,297.4,0.0,0.0,90,3140,20,0,0,0,0,0,0,0,1,0,0,0,0
21813,284.48,0.0,0.0,90,4584,11,0,0,0,0,0,0,0,1,0,0,0,0
33796,279.88,0.0,0.0,1,777,4,0,0,0,0,0,0,0,1,0,0,0,0
35497,293.94,0.0,0.0,90,1228,23,0,0,0,0,0,0,0,1,0,0,0,0
440,280.28,0.0,0.0,96,773,1,0,0,0,0,0,0,0,1,0,0,0,0
9806,271.03,0.0,0.0,64,5891,15,0,0,0,0,0,0,0,1,0,0,0,0
3309,256.67,0.0,0.0,85,2768,20,0,0,0,0,0,0,0,1,0,0,0,0
43163,278.62,0.0,0.0,90,2762,21,0,0,0,0,0,0,0,1,0,0,0,0
20224,271.77,0.0,0.0,90,3289,12,0,0,0,0,0,0,0,1,0,0,0,0
2431,260.79,0.0,0.0,75,1971,22,0,0,0,0,0,0,0,1,0,0,0,0
3880,261.44,0.0,0.0,40,2459,5,0,0,0,0,0,0,0,1,0,0,0,0
25707,298.83,0.0,0.0,8,4001,17,0,0,0,0,0,0,0,1,0,0,0,0
1250,266.27,0.0,0.0,1,1381,6,0,0,0,0,0,0,0,1,0,0,0,0
38709,269.79,0.0,0.0,1,469,0,0,0,0,0,0,0,0,1,0,0,0,0
14549,284.39,0.0,0.0,1,656,0,0,0,0,0,0,0,0,1,0,0,0,0
43305,269.36,0.0,0.0,90,674,8,0,0,0,0,0,0,0,1,0,0,0,0
8814,296.4,0.0,0.0,1,744,1,0,0,0,0,0,0,0,1,0,0,0,0
3923,268.98,0.0,0.0,1,2818,20,0,0,0,0,0,0,0,1,0,0,0,0
42399,268.41,0.0,0.0,5,3956,9,0,0,0,0,0,0,0,1,0,0,0,0
30174,270.15,0.0,0.0,1,2763,5,0,0,0,0,0,0,0,1,0,0,0,0
3501,270.82,0.0,0.0,90,5325,7,0,0,0,0,0,0,0,1,0,0,0,0
33723,291.75,0.0,0.0,90,4990,12,0,0,0,0,0,0,0,1,0,0,0,0
15475,296.02,0.0,0.0,0,4833,13,0,0,0,0,0,0,0,1,0,0,0,0
16107,291.02,0.3,0.0,1,5889,7,0,0,0,0,0,0,0,1,0,0,0,0
27740,283.649,0.0,0.0,0,799,4,0,0,0,0,0,0,0,1,0,0,0,0
2968,260.08,0.0,0.0,1,5709,7,0,0,0,0,0,0,0,1,0,0,0,0
26898,284.02,0.0,0.0,0,3878,10,0,0,0,0,0,0,0,1,0,0,0,0
949,278.84,0.0,0.0,90,2078,21,0,0,0,0,0,0,0,1,0,0,0,0
42496,272.0,0.0,0.0,90,3098,19,0,0,0,0,0,0,0,1,0,0,0,0
38877,269.08,0.0,0.0,1,929,23,0,0,0,0,0,0,0,1,0,0,0,0
9034,294.71,0.0,0.0,90,815,4,0,0,0,0,0,0,0,1,0,0,0,0
24607,287.13,0.0,0.0,75,940,1,0,0,0,0,0,0,0,1,0,0,0,0
40761,276.01,0.0,0.0,1,4878,13,0,0,0,0,0,0,0,1,0,0,0,0
16940,298.93,0.0,0.0,40,2841,20,0,0,0,0,0,0,0,1,0,0,0,0
47580,292.46,0.0,0.0,1,4498,11,0,0,0,0,0,0,0,1,0,0,0,0
33806,284.09,0.0,0.0,1,5170,14,0,0,0,0,0,0,0,1,0,0,0,0
13007,273.3,0.25,0.0,1,4492,11,0,0,0,0,0,0,0,1,0,0,0,0
25867,287.95,1.78,0.0,92,3005,9,0,0,0,0,0,0,0,1,0,0,0,0
45015,294.87,0.0,0.0,90,4494,12,0,0,0,0,0,0,0,1,0,0,0,0
47830,288.86,0.0,0.0,90,913,4,0,0,0,0,0,0,0,1,0,0,0,0
8725,299.36,0.0,0.0,80,5323,10,0,0,0,0,0,0,0,1,0,0,0,0
41327,262.93,0.0,0.0,40,5095,14,0,0,0,0,0,0,0,1,0,0,0,0
39401,272.14,0.0,0.0,1,489,3,0,0,0,0,0,0,0,1,0,0,0,0
19865,272.65,0.0,0.0,90,344,3,0,0,0,0,0,0,0,1,0,0,0,0
22216,276.16,0.0,0.0,40,2884,20,0,0,0,0,0,0,0,1,0,0,0,0
25545,290.53,0.0,0.0,0,2368,23,0,0,0,0,0,0,0,1,0,0,0,0
39689,274.68,0.0,0.0,90,4509,13,0,0,0,0,0,0,0,1,0,0,0,0
38156,281.57,0.0,0.0,1,4766,10,0,0,0,0,0,0,0,1,0,0,0,0
17605,296.56,0.0,0.0,40,5269,12,0,0,0,0,0,0,0,1,0,0,0,0
20099,268.92,0.0,0.0,75,3018,21,0,0,0,0,0,0,0,1,0,0,0,0
14035,283.12,0.0,0.0,40,791,4,0,0,0,0,0,0,0,1,0,0,0,0
46160,298.59,0.0,0.0,75,6668,16,0,0,0,0,0,0,0,1,0,0,0,0
38304,278.48,0.0,0.0,40,226,2,0,0,0,0,0,0,0,1,0,0,0,0
10093,258.39,0.0,0.0,1,558,2,0,0,0,0,0,0,0,1,0,0,0,0
33298,277.15,0.0,0.0,90,2858,5,0,0,0,0,0,0,0,1,0,0,0,0
